business_id,stars,date,year,month,day,dayOfWeek
2_0P2AmSSFtPgddio0MgYA,4,2014-10-25,2014,10,25,6
2_0P2AmSSFtPgddio0MgYA,3,2014-11-12,2014,11,12,3
2_0P2AmSSFtPgddio0MgYA,5,2014-11-18,2014,11,18,2
2_0P2AmSSFtPgddio0MgYA,5,2014-12-22,2014,12,22,1
2_0P2AmSSFtPgddio0MgYA,5,2014-12-23,2014,12,23,2
2_0P2AmSSFtPgddio0MgYA,5,2015-01-02,2015,1,2,5
2_0P2AmSSFtPgddio0MgYA,4,2015-01-10,2015,1,10,6
2_0P2AmSSFtPgddio0MgYA,5,2015-01-10,2015,1,10,6
2_0P2AmSSFtPgddio0MgYA,5,2015-01-11,2015,1,11,0
2_0P2AmSSFtPgddio0MgYA,5,2015-01-14,2015,1,14,3
2_0P2AmSSFtPgddio0MgYA,5,2015-01-29,2015,1,29,4
2_0P2AmSSFtPgddio0MgYA,4,2015-02-11,2015,2,11,3
2_0P2AmSSFtPgddio0MgYA,5,2015-03-01,2015,3,1,0
2_0P2AmSSFtPgddio0MgYA,4,2015-03-02,2015,3,2,1
2_0P2AmSSFtPgddio0MgYA,5,2015-03-26,2015,3,26,4
2_0P2AmSSFtPgddio0MgYA,5,2015-03-31,2015,3,31,2
2_0P2AmSSFtPgddio0MgYA,5,2015-04-18,2015,4,18,6
2_0P2AmSSFtPgddio0MgYA,5,2015-05-06,2015,5,6,3
2_0P2AmSSFtPgddio0MgYA,5,2015-05-10,2015,5,10,0
2_0P2AmSSFtPgddio0MgYA,5,2015-05-12,2015,5,12,2
2_0P2AmSSFtPgddio0MgYA,4,2015-05-21,2015,5,21,4
2_0P2AmSSFtPgddio0MgYA,5,2015-05-22,2015,5,22,5
2_0P2AmSSFtPgddio0MgYA,5,2015-05-24,2015,5,24,0
2_0P2AmSSFtPgddio0MgYA,5,2015-06-27,2015,6,27,6
2_0P2AmSSFtPgddio0MgYA,4,2015-07-01,2015,7,1,3
2_0P2AmSSFtPgddio0MgYA,5,2015-07-04,2015,7,4,6
2_0P2AmSSFtPgddio0MgYA,4,2015-07-12,2015,7,12,0
2_0P2AmSSFtPgddio0MgYA,5,2015-07-12,2015,7,12,0
2_0P2AmSSFtPgddio0MgYA,4,2015-07-25,2015,7,25,6
2_0P2AmSSFtPgddio0MgYA,5,2015-08-02,2015,8,2,0
2_0P2AmSSFtPgddio0MgYA,5,2015-08-06,2015,8,6,4
2_0P2AmSSFtPgddio0MgYA,4,2015-08-25,2015,8,25,2
2_0P2AmSSFtPgddio0MgYA,4,2015-09-05,2015,9,5,6
2_0P2AmSSFtPgddio0MgYA,4,2015-10-02,2015,10,2,5
2_0P2AmSSFtPgddio0MgYA,5,2015-10-08,2015,10,8,4
2_0P2AmSSFtPgddio0MgYA,4,2015-10-20,2015,10,20,2
2_0P2AmSSFtPgddio0MgYA,2,2015-12-06,2015,12,6,0
BO0zz8gort7o-6KuecIv3Q,2,2010-10-03,2010,10,3,0
BO0zz8gort7o-6KuecIv3Q,4,2011-03-09,2011,3,9,3
BO0zz8gort7o-6KuecIv3Q,1,2012-06-04,2012,6,4,1
BO0zz8gort7o-6KuecIv3Q,2,2012-06-09,2012,6,9,6
BO0zz8gort7o-6KuecIv3Q,1,2012-08-12,2012,8,12,0
BO0zz8gort7o-6KuecIv3Q,4,2012-10-20,2012,10,20,6
BO0zz8gort7o-6KuecIv3Q,3,2013-02-14,2013,2,14,4
BO0zz8gort7o-6KuecIv3Q,2,2013-10-15,2013,10,15,2
BO0zz8gort7o-6KuecIv3Q,4,2014-02-22,2014,2,22,6
BO0zz8gort7o-6KuecIv3Q,1,2014-03-30,2014,3,30,0
BO0zz8gort7o-6KuecIv3Q,3,2014-06-03,2014,6,3,2
BO0zz8gort7o-6KuecIv3Q,2,2014-06-11,2014,6,11,3
BO0zz8gort7o-6KuecIv3Q,4,2014-07-16,2014,7,16,3
BO0zz8gort7o-6KuecIv3Q,1,2014-07-19,2014,7,19,6
BO0zz8gort7o-6KuecIv3Q,1,2014-08-30,2014,8,30,6
BO0zz8gort7o-6KuecIv3Q,2,2014-09-24,2014,9,24,3
BO0zz8gort7o-6KuecIv3Q,3,2014-10-12,2014,10,12,0
BO0zz8gort7o-6KuecIv3Q,3,2014-11-10,2014,11,10,1
BO0zz8gort7o-6KuecIv3Q,4,2015-02-13,2015,2,13,5
BO0zz8gort7o-6KuecIv3Q,2,2015-03-27,2015,3,27,5
BO0zz8gort7o-6KuecIv3Q,2,2015-03-28,2015,3,28,6
BO0zz8gort7o-6KuecIv3Q,2,2015-05-26,2015,5,26,2
BO0zz8gort7o-6KuecIv3Q,5,2015-08-02,2015,8,2,0
BO0zz8gort7o-6KuecIv3Q,4,2015-09-20,2015,9,20,0
BO0zz8gort7o-6KuecIv3Q,4,2015-09-22,2015,9,22,2
BO0zz8gort7o-6KuecIv3Q,3,2015-09-27,2015,9,27,0
BO0zz8gort7o-6KuecIv3Q,3,2015-12-15,2015,12,15,2
BO0zz8gort7o-6KuecIv3Q,1,2015-12-17,2015,12,17,4
_Bz6YWNI5bi0gqQI4GLvqQ,5,2009-06-15,2009,6,15,1
_Bz6YWNI5bi0gqQI4GLvqQ,3,2010-01-25,2010,1,25,1
_Bz6YWNI5bi0gqQI4GLvqQ,5,2010-04-06,2010,4,6,2
_Bz6YWNI5bi0gqQI4GLvqQ,5,2010-04-14,2010,4,14,3
_Bz6YWNI5bi0gqQI4GLvqQ,4,2010-07-12,2010,7,12,1
_Bz6YWNI5bi0gqQI4GLvqQ,5,2010-08-24,2010,8,24,2
_Bz6YWNI5bi0gqQI4GLvqQ,3,2011-03-16,2011,3,16,3
_Bz6YWNI5bi0gqQI4GLvqQ,2,2011-03-28,2011,3,28,1
_Bz6YWNI5bi0gqQI4GLvqQ,2,2011-04-12,2011,4,12,2
_Bz6YWNI5bi0gqQI4GLvqQ,4,2011-09-29,2011,9,29,4
_Bz6YWNI5bi0gqQI4GLvqQ,2,2011-10-27,2011,10,27,4
_Bz6YWNI5bi0gqQI4GLvqQ,3,2011-11-02,2011,11,2,3
_Bz6YWNI5bi0gqQI4GLvqQ,3,2011-11-05,2011,11,5,6
_Bz6YWNI5bi0gqQI4GLvqQ,3,2011-12-26,2011,12,26,1
_Bz6YWNI5bi0gqQI4GLvqQ,4,2011-12-31,2011,12,31,6
_Bz6YWNI5bi0gqQI4GLvqQ,4,2012-01-28,2012,1,28,6
_Bz6YWNI5bi0gqQI4GLvqQ,2,2012-02-06,2012,2,6,1
_Bz6YWNI5bi0gqQI4GLvqQ,4,2012-03-20,2012,3,20,2
_Bz6YWNI5bi0gqQI4GLvqQ,4,2012-06-20,2012,6,20,3
_Bz6YWNI5bi0gqQI4GLvqQ,4,2012-08-03,2012,8,3,5
_Bz6YWNI5bi0gqQI4GLvqQ,5,2012-10-19,2012,10,19,5
_Bz6YWNI5bi0gqQI4GLvqQ,4,2012-11-14,2012,11,14,3
_Bz6YWNI5bi0gqQI4GLvqQ,5,2013-01-12,2013,1,12,6
_Bz6YWNI5bi0gqQI4GLvqQ,5,2013-03-13,2013,3,13,3
_Bz6YWNI5bi0gqQI4GLvqQ,3,2013-06-16,2013,6,16,0
_Bz6YWNI5bi0gqQI4GLvqQ,4,2013-08-30,2013,8,30,5
_Bz6YWNI5bi0gqQI4GLvqQ,5,2013-11-17,2013,11,17,0
_Bz6YWNI5bi0gqQI4GLvqQ,5,2014-01-24,2014,1,24,5
_Bz6YWNI5bi0gqQI4GLvqQ,2,2014-01-31,2014,1,31,5
_Bz6YWNI5bi0gqQI4GLvqQ,4,2014-02-08,2014,2,8,6
_Bz6YWNI5bi0gqQI4GLvqQ,4,2014-05-21,2014,5,21,3
_Bz6YWNI5bi0gqQI4GLvqQ,5,2014-08-25,2014,8,25,1
_Bz6YWNI5bi0gqQI4GLvqQ,5,2014-09-16,2014,9,16,2
_Bz6YWNI5bi0gqQI4GLvqQ,5,2014-09-18,2014,9,18,4
_Bz6YWNI5bi0gqQI4GLvqQ,4,2015-01-24,2015,1,24,6
_Bz6YWNI5bi0gqQI4GLvqQ,5,2015-01-26,2015,1,26,1
_Bz6YWNI5bi0gqQI4GLvqQ,5,2015-04-12,2015,4,12,0
_Bz6YWNI5bi0gqQI4GLvqQ,3,2015-05-31,2015,5,31,0
_Bz6YWNI5bi0gqQI4GLvqQ,5,2015-08-06,2015,8,6,4
_Bz6YWNI5bi0gqQI4GLvqQ,5,2015-08-24,2015,8,24,1
_Bz6YWNI5bi0gqQI4GLvqQ,5,2015-11-16,2015,11,16,1
_Bz6YWNI5bi0gqQI4GLvqQ,5,2015-11-30,2015,11,30,1
DLvH3Ck9R8fO_I89maDNIA,1,2012-07-12,2012,7,12,4
DLvH3Ck9R8fO_I89maDNIA,3,2013-03-21,2013,3,21,4
DLvH3Ck9R8fO_I89maDNIA,4,2013-10-16,2013,10,16,3
DLvH3Ck9R8fO_I89maDNIA,1,2014-05-21,2014,5,21,3
DLvH3Ck9R8fO_I89maDNIA,5,2014-07-14,2014,7,14,1
DLvH3Ck9R8fO_I89maDNIA,3,2014-08-20,2014,8,20,3
SVKC_-gIQFkHElZ6bFsE6g,4,2006-06-14,2006,6,14,3
SVKC_-gIQFkHElZ6bFsE6g,4,2008-10-03,2008,10,3,5
SVKC_-gIQFkHElZ6bFsE6g,4,2008-10-21,2008,10,21,2
SVKC_-gIQFkHElZ6bFsE6g,1,2009-03-13,2009,3,13,5
SVKC_-gIQFkHElZ6bFsE6g,3,2009-10-19,2009,10,19,1
SVKC_-gIQFkHElZ6bFsE6g,3,2010-02-19,2010,2,19,5
SVKC_-gIQFkHElZ6bFsE6g,3,2010-06-13,2010,6,13,0
SVKC_-gIQFkHElZ6bFsE6g,2,2010-12-02,2010,12,2,4
SVKC_-gIQFkHElZ6bFsE6g,4,2011-05-26,2011,5,26,4
SVKC_-gIQFkHElZ6bFsE6g,2,2011-07-31,2011,7,31,0
SVKC_-gIQFkHElZ6bFsE6g,3,2011-08-30,2011,8,30,2
SVKC_-gIQFkHElZ6bFsE6g,2,2011-09-24,2011,9,24,6
SVKC_-gIQFkHElZ6bFsE6g,3,2011-12-02,2011,12,2,5
SVKC_-gIQFkHElZ6bFsE6g,1,2011-12-26,2011,12,26,1
SVKC_-gIQFkHElZ6bFsE6g,2,2012-01-14,2012,1,14,6
SVKC_-gIQFkHElZ6bFsE6g,3,2012-01-27,2012,1,27,5
SVKC_-gIQFkHElZ6bFsE6g,3,2012-06-01,2012,6,1,5
SVKC_-gIQFkHElZ6bFsE6g,2,2012-07-25,2012,7,25,3
SVKC_-gIQFkHElZ6bFsE6g,4,2012-08-19,2012,8,19,0
SVKC_-gIQFkHElZ6bFsE6g,4,2012-10-19,2012,10,19,5
SVKC_-gIQFkHElZ6bFsE6g,2,2012-11-12,2012,11,12,1
SVKC_-gIQFkHElZ6bFsE6g,2,2013-01-28,2013,1,28,1
SVKC_-gIQFkHElZ6bFsE6g,1,2013-03-02,2013,3,2,6
SVKC_-gIQFkHElZ6bFsE6g,5,2013-03-13,2013,3,13,3
SVKC_-gIQFkHElZ6bFsE6g,4,2013-05-08,2013,5,8,3
SVKC_-gIQFkHElZ6bFsE6g,4,2013-07-09,2013,7,9,2
SVKC_-gIQFkHElZ6bFsE6g,3,2013-08-25,2013,8,25,0
SVKC_-gIQFkHElZ6bFsE6g,1,2013-11-28,2013,11,28,4
SVKC_-gIQFkHElZ6bFsE6g,2,2013-12-02,2013,12,2,1
SVKC_-gIQFkHElZ6bFsE6g,2,2013-12-04,2013,12,4,3
SVKC_-gIQFkHElZ6bFsE6g,3,2013-12-12,2013,12,12,4
SVKC_-gIQFkHElZ6bFsE6g,4,2014-01-18,2014,1,18,6
SVKC_-gIQFkHElZ6bFsE6g,1,2014-01-24,2014,1,24,5
SVKC_-gIQFkHElZ6bFsE6g,5,2014-03-10,2014,3,10,1
SVKC_-gIQFkHElZ6bFsE6g,4,2014-03-22,2014,3,22,6
SVKC_-gIQFkHElZ6bFsE6g,4,2014-04-19,2014,4,19,6
SVKC_-gIQFkHElZ6bFsE6g,5,2014-04-25,2014,4,25,5
SVKC_-gIQFkHElZ6bFsE6g,1,2014-06-20,2014,6,20,5
SVKC_-gIQFkHElZ6bFsE6g,1,2014-06-22,2014,6,22,0
SVKC_-gIQFkHElZ6bFsE6g,1,2014-07-05,2014,7,5,6
SVKC_-gIQFkHElZ6bFsE6g,4,2014-07-16,2014,7,16,3
SVKC_-gIQFkHElZ6bFsE6g,4,2014-09-23,2014,9,23,2
SVKC_-gIQFkHElZ6bFsE6g,5,2014-10-06,2014,10,6,1
SVKC_-gIQFkHElZ6bFsE6g,2,2014-10-27,2014,10,27,1
SVKC_-gIQFkHElZ6bFsE6g,2,2014-11-10,2014,11,10,1
SVKC_-gIQFkHElZ6bFsE6g,1,2014-11-27,2014,11,27,4
SVKC_-gIQFkHElZ6bFsE6g,2,2014-11-27,2014,11,27,4
SVKC_-gIQFkHElZ6bFsE6g,5,2014-12-13,2014,12,13,6
SVKC_-gIQFkHElZ6bFsE6g,4,2015-01-26,2015,1,26,1
SVKC_-gIQFkHElZ6bFsE6g,4,2015-02-01,2015,2,1,0
SVKC_-gIQFkHElZ6bFsE6g,3,2015-02-07,2015,2,7,6
SVKC_-gIQFkHElZ6bFsE6g,1,2015-02-19,2015,2,19,4
SVKC_-gIQFkHElZ6bFsE6g,1,2015-03-13,2015,3,13,5
SVKC_-gIQFkHElZ6bFsE6g,4,2015-03-16,2015,3,16,1
SVKC_-gIQFkHElZ6bFsE6g,3,2015-03-17,2015,3,17,2
SVKC_-gIQFkHElZ6bFsE6g,5,2015-03-29,2015,3,29,0
SVKC_-gIQFkHElZ6bFsE6g,1,2015-06-12,2015,6,12,5
SVKC_-gIQFkHElZ6bFsE6g,5,2015-06-23,2015,6,23,2
SVKC_-gIQFkHElZ6bFsE6g,2,2015-06-25,2015,6,25,4
SVKC_-gIQFkHElZ6bFsE6g,3,2015-07-10,2015,7,10,5
SVKC_-gIQFkHElZ6bFsE6g,1,2015-08-02,2015,8,2,0
SVKC_-gIQFkHElZ6bFsE6g,4,2015-08-09,2015,8,9,0
SVKC_-gIQFkHElZ6bFsE6g,1,2015-09-06,2015,9,6,0
SVKC_-gIQFkHElZ6bFsE6g,4,2015-09-20,2015,9,20,0
SVKC_-gIQFkHElZ6bFsE6g,1,2015-09-26,2015,9,26,6
SVKC_-gIQFkHElZ6bFsE6g,1,2015-09-26,2015,9,26,6
SVKC_-gIQFkHElZ6bFsE6g,2,2015-10-21,2015,10,21,3
SVKC_-gIQFkHElZ6bFsE6g,4,2015-11-06,2015,11,6,5
SVKC_-gIQFkHElZ6bFsE6g,2,2015-11-10,2015,11,10,2
SVKC_-gIQFkHElZ6bFsE6g,2,2015-11-15,2015,11,15,0
SVKC_-gIQFkHElZ6bFsE6g,4,2015-11-17,2015,11,17,2
SVKC_-gIQFkHElZ6bFsE6g,2,2015-12-17,2015,12,17,4
SVKC_-gIQFkHElZ6bFsE6g,1,2015-12-24,2015,12,24,4
l2ynPEBj9S_yN9gjg32tBA,4,2013-04-24,2013,4,24,3
l2ynPEBj9S_yN9gjg32tBA,1,2013-06-04,2013,6,4,2
l2ynPEBj9S_yN9gjg32tBA,3,2013-10-20,2013,10,20,0
l2ynPEBj9S_yN9gjg32tBA,2,2014-01-20,2014,1,20,1
l2ynPEBj9S_yN9gjg32tBA,5,2014-11-05,2014,11,5,3
l2ynPEBj9S_yN9gjg32tBA,5,2014-11-23,2014,11,23,0
l2ynPEBj9S_yN9gjg32tBA,5,2015-01-22,2015,1,22,4
l2ynPEBj9S_yN9gjg32tBA,2,2015-03-26,2015,3,26,4
AUDuCSWYzzRP3H2w7TxtuQ,2,2009-02-07,2009,2,7,6
AUDuCSWYzzRP3H2w7TxtuQ,2,2009-02-22,2009,2,22,0
AUDuCSWYzzRP3H2w7TxtuQ,2,2009-02-23,2009,2,23,1
AUDuCSWYzzRP3H2w7TxtuQ,2,2009-02-27,2009,2,27,5
AUDuCSWYzzRP3H2w7TxtuQ,4,2009-04-14,2009,4,14,2
AUDuCSWYzzRP3H2w7TxtuQ,1,2009-11-07,2009,11,7,6
AUDuCSWYzzRP3H2w7TxtuQ,1,2010-06-23,2010,6,23,3
AUDuCSWYzzRP3H2w7TxtuQ,1,2011-01-03,2011,1,3,1
AUDuCSWYzzRP3H2w7TxtuQ,4,2011-04-09,2011,4,9,6
AUDuCSWYzzRP3H2w7TxtuQ,5,2011-04-17,2011,4,17,0
AUDuCSWYzzRP3H2w7TxtuQ,3,2011-07-24,2011,7,24,0
AUDuCSWYzzRP3H2w7TxtuQ,3,2011-07-31,2011,7,31,0
AUDuCSWYzzRP3H2w7TxtuQ,5,2012-03-12,2012,3,12,1
AUDuCSWYzzRP3H2w7TxtuQ,4,2012-03-16,2012,3,16,5
AUDuCSWYzzRP3H2w7TxtuQ,4,2012-07-01,2012,7,1,0
AUDuCSWYzzRP3H2w7TxtuQ,5,2012-12-20,2012,12,20,4
AUDuCSWYzzRP3H2w7TxtuQ,4,2013-03-18,2013,3,18,1
AUDuCSWYzzRP3H2w7TxtuQ,4,2013-04-02,2013,4,2,2
AUDuCSWYzzRP3H2w7TxtuQ,4,2013-04-17,2013,4,17,3
AUDuCSWYzzRP3H2w7TxtuQ,4,2013-07-19,2013,7,19,5
AUDuCSWYzzRP3H2w7TxtuQ,5,2013-07-31,2013,7,31,3
AUDuCSWYzzRP3H2w7TxtuQ,4,2013-08-30,2013,8,30,5
AUDuCSWYzzRP3H2w7TxtuQ,5,2013-12-21,2013,12,21,6
AUDuCSWYzzRP3H2w7TxtuQ,1,2013-12-29,2013,12,29,0
AUDuCSWYzzRP3H2w7TxtuQ,2,2014-06-18,2014,6,18,3
AUDuCSWYzzRP3H2w7TxtuQ,4,2014-06-30,2014,6,30,1
AUDuCSWYzzRP3H2w7TxtuQ,2,2014-07-22,2014,7,22,2
AUDuCSWYzzRP3H2w7TxtuQ,4,2014-07-23,2014,7,23,3
AUDuCSWYzzRP3H2w7TxtuQ,3,2014-07-26,2014,7,26,6
AUDuCSWYzzRP3H2w7TxtuQ,2,2014-10-31,2014,10,31,5
AUDuCSWYzzRP3H2w7TxtuQ,2,2014-11-10,2014,11,10,1
AUDuCSWYzzRP3H2w7TxtuQ,5,2014-12-22,2014,12,22,1
AUDuCSWYzzRP3H2w7TxtuQ,2,2015-01-27,2015,1,27,2
AUDuCSWYzzRP3H2w7TxtuQ,5,2015-02-07,2015,2,7,6
AUDuCSWYzzRP3H2w7TxtuQ,5,2015-02-09,2015,2,9,1
AUDuCSWYzzRP3H2w7TxtuQ,5,2015-02-20,2015,2,20,5
AUDuCSWYzzRP3H2w7TxtuQ,4,2015-07-12,2015,7,12,0
AUDuCSWYzzRP3H2w7TxtuQ,4,2015-07-17,2015,7,17,5
AUDuCSWYzzRP3H2w7TxtuQ,1,2015-08-03,2015,8,3,1
AUDuCSWYzzRP3H2w7TxtuQ,5,2015-08-21,2015,8,21,5
AUDuCSWYzzRP3H2w7TxtuQ,4,2015-09-03,2015,9,3,4
AUDuCSWYzzRP3H2w7TxtuQ,2,2015-09-26,2015,9,26,6
AUDuCSWYzzRP3H2w7TxtuQ,4,2015-10-06,2015,10,6,2
Bvj-UP9khEzuwDIW7eJNOg,3,2007-01-14,2007,1,14,0
Bvj-UP9khEzuwDIW7eJNOg,2,2013-07-03,2013,7,3,3
Bvj-UP9khEzuwDIW7eJNOg,1,2013-08-07,2013,8,7,3
Gw5POFxBRoJxN_ZYhk6lgQ,4,2010-12-31,2010,12,31,5
Gw5POFxBRoJxN_ZYhk6lgQ,5,2011-07-18,2011,7,18,1
Gw5POFxBRoJxN_ZYhk6lgQ,4,2012-09-19,2012,9,19,3
Gw5POFxBRoJxN_ZYhk6lgQ,3,2012-12-29,2012,12,29,6
Gw5POFxBRoJxN_ZYhk6lgQ,3,2013-06-16,2013,6,16,0
Gw5POFxBRoJxN_ZYhk6lgQ,5,2013-11-10,2013,11,10,0
Gw5POFxBRoJxN_ZYhk6lgQ,1,2014-05-25,2014,5,25,0
Gw5POFxBRoJxN_ZYhk6lgQ,5,2014-10-08,2014,10,8,3
Gw5POFxBRoJxN_ZYhk6lgQ,5,2015-03-06,2015,3,6,5
Gw5POFxBRoJxN_ZYhk6lgQ,3,2015-09-18,2015,9,18,5
Gw5POFxBRoJxN_ZYhk6lgQ,5,2015-10-11,2015,10,11,0
Gw5POFxBRoJxN_ZYhk6lgQ,2,2015-11-30,2015,11,30,1
Gw5POFxBRoJxN_ZYhk6lgQ,4,2015-12-15,2015,12,15,2
DE_11y6_vCmPBlbeYskh-Q,4,2012-03-14,2012,3,14,3
DE_11y6_vCmPBlbeYskh-Q,3,2013-02-19,2013,2,19,2
DE_11y6_vCmPBlbeYskh-Q,2,2013-03-19,2013,3,19,2
DE_11y6_vCmPBlbeYskh-Q,4,2013-09-01,2013,9,1,0
DE_11y6_vCmPBlbeYskh-Q,5,2014-03-03,2014,3,3,1
DE_11y6_vCmPBlbeYskh-Q,2,2014-03-28,2014,3,28,5
DE_11y6_vCmPBlbeYskh-Q,2,2014-05-23,2014,5,23,5
DE_11y6_vCmPBlbeYskh-Q,3,2014-10-12,2014,10,12,0
DE_11y6_vCmPBlbeYskh-Q,1,2015-06-26,2015,6,26,5
DE_11y6_vCmPBlbeYskh-Q,1,2015-06-27,2015,6,27,6
DE_11y6_vCmPBlbeYskh-Q,1,2015-08-06,2015,8,6,4
4WsTFTH8GgnyFHwrH9nHzA,3,2009-11-30,2009,11,30,1
4WsTFTH8GgnyFHwrH9nHzA,1,2010-01-31,2010,1,31,0
4WsTFTH8GgnyFHwrH9nHzA,1,2011-03-06,2011,3,6,0
4WsTFTH8GgnyFHwrH9nHzA,4,2011-07-27,2011,7,27,3
4WsTFTH8GgnyFHwrH9nHzA,1,2011-12-09,2011,12,9,5
4WsTFTH8GgnyFHwrH9nHzA,4,2011-12-10,2011,12,10,6
4WsTFTH8GgnyFHwrH9nHzA,2,2012-02-06,2012,2,6,1
4WsTFTH8GgnyFHwrH9nHzA,4,2012-04-19,2012,4,19,4
4WsTFTH8GgnyFHwrH9nHzA,4,2012-07-01,2012,7,1,0
4WsTFTH8GgnyFHwrH9nHzA,2,2012-07-01,2012,7,1,0
4WsTFTH8GgnyFHwrH9nHzA,4,2012-07-01,2012,7,1,0
4WsTFTH8GgnyFHwrH9nHzA,4,2012-07-08,2012,7,8,0
4WsTFTH8GgnyFHwrH9nHzA,1,2012-07-14,2012,7,14,6
4WsTFTH8GgnyFHwrH9nHzA,1,2012-07-18,2012,7,18,3
4WsTFTH8GgnyFHwrH9nHzA,1,2012-07-21,2012,7,21,6
4WsTFTH8GgnyFHwrH9nHzA,1,2012-07-31,2012,7,31,2
4WsTFTH8GgnyFHwrH9nHzA,2,2012-10-09,2012,10,9,2
4WsTFTH8GgnyFHwrH9nHzA,4,2013-01-01,2013,1,1,2
4WsTFTH8GgnyFHwrH9nHzA,4,2013-04-07,2013,4,7,0
4WsTFTH8GgnyFHwrH9nHzA,3,2013-05-21,2013,5,21,2
4WsTFTH8GgnyFHwrH9nHzA,5,2013-05-22,2013,5,22,3
4WsTFTH8GgnyFHwrH9nHzA,2,2013-06-19,2013,6,19,3
4WsTFTH8GgnyFHwrH9nHzA,2,2013-10-21,2013,10,21,1
4WsTFTH8GgnyFHwrH9nHzA,2,2013-10-27,2013,10,27,0
4WsTFTH8GgnyFHwrH9nHzA,1,2014-04-30,2014,4,30,3
4WsTFTH8GgnyFHwrH9nHzA,2,2014-05-18,2014,5,18,0
4WsTFTH8GgnyFHwrH9nHzA,2,2014-05-27,2014,5,27,2
4WsTFTH8GgnyFHwrH9nHzA,2,2014-06-06,2014,6,6,5
4WsTFTH8GgnyFHwrH9nHzA,1,2014-06-20,2014,6,20,5
4WsTFTH8GgnyFHwrH9nHzA,3,2014-07-26,2014,7,26,6
4WsTFTH8GgnyFHwrH9nHzA,5,2014-08-07,2014,8,7,4
4WsTFTH8GgnyFHwrH9nHzA,1,2014-09-09,2014,9,9,2
4WsTFTH8GgnyFHwrH9nHzA,3,2014-09-27,2014,9,27,6
4WsTFTH8GgnyFHwrH9nHzA,4,2014-11-10,2014,11,10,1
4WsTFTH8GgnyFHwrH9nHzA,2,2014-11-24,2014,11,24,1
4WsTFTH8GgnyFHwrH9nHzA,5,2014-11-25,2014,11,25,2
4WsTFTH8GgnyFHwrH9nHzA,3,2014-12-31,2014,12,31,3
4WsTFTH8GgnyFHwrH9nHzA,5,2015-01-03,2015,1,3,6
4WsTFTH8GgnyFHwrH9nHzA,5,2015-02-20,2015,2,20,5
4WsTFTH8GgnyFHwrH9nHzA,3,2015-03-02,2015,3,2,1
4WsTFTH8GgnyFHwrH9nHzA,5,2015-03-02,2015,3,2,1
4WsTFTH8GgnyFHwrH9nHzA,3,2015-03-27,2015,3,27,5
4WsTFTH8GgnyFHwrH9nHzA,2,2015-03-30,2015,3,30,1
4WsTFTH8GgnyFHwrH9nHzA,1,2015-04-09,2015,4,9,4
4WsTFTH8GgnyFHwrH9nHzA,1,2015-04-19,2015,4,19,0
4WsTFTH8GgnyFHwrH9nHzA,5,2015-04-24,2015,4,24,5
4WsTFTH8GgnyFHwrH9nHzA,3,2015-06-05,2015,6,5,5
4WsTFTH8GgnyFHwrH9nHzA,5,2015-06-11,2015,6,11,4
4WsTFTH8GgnyFHwrH9nHzA,5,2015-06-12,2015,6,12,5
4WsTFTH8GgnyFHwrH9nHzA,3,2015-09-19,2015,9,19,6
4WsTFTH8GgnyFHwrH9nHzA,5,2015-10-24,2015,10,24,6
4WsTFTH8GgnyFHwrH9nHzA,1,2015-11-03,2015,11,3,2
4WsTFTH8GgnyFHwrH9nHzA,2,2015-11-04,2015,11,4,3
4WsTFTH8GgnyFHwrH9nHzA,1,2015-11-22,2015,11,22,0
4WsTFTH8GgnyFHwrH9nHzA,4,2015-12-15,2015,12,15,2
QMZe84KFyZy0IlCBb1v91A,3,2010-06-08,2010,6,8,2
QMZe84KFyZy0IlCBb1v91A,5,2010-06-16,2010,6,16,3
QMZe84KFyZy0IlCBb1v91A,5,2010-08-04,2010,8,4,3
QMZe84KFyZy0IlCBb1v91A,4,2011-01-02,2011,1,2,0
QMZe84KFyZy0IlCBb1v91A,3,2011-03-06,2011,3,6,0
QMZe84KFyZy0IlCBb1v91A,4,2011-05-06,2011,5,6,5
QMZe84KFyZy0IlCBb1v91A,3,2011-09-21,2011,9,21,3
QMZe84KFyZy0IlCBb1v91A,2,2012-02-18,2012,2,18,6
QMZe84KFyZy0IlCBb1v91A,5,2012-03-25,2012,3,25,0
QMZe84KFyZy0IlCBb1v91A,4,2012-04-12,2012,4,12,4
QMZe84KFyZy0IlCBb1v91A,2,2012-06-01,2012,6,1,5
QMZe84KFyZy0IlCBb1v91A,2,2012-06-10,2012,6,10,0
QMZe84KFyZy0IlCBb1v91A,1,2012-06-19,2012,6,19,2
MMgjU4K0D9RLsb7BWEic4g,5,2011-12-16,2011,12,16,5
MMgjU4K0D9RLsb7BWEic4g,5,2014-04-09,2014,4,9,3
MMgjU4K0D9RLsb7BWEic4g,4,2014-07-01,2014,7,1,2
MMgjU4K0D9RLsb7BWEic4g,4,2015-01-11,2015,1,11,0
MMgjU4K0D9RLsb7BWEic4g,1,2015-02-09,2015,2,9,1
MMgjU4K0D9RLsb7BWEic4g,5,2015-07-24,2015,7,24,5
MMgjU4K0D9RLsb7BWEic4g,1,2015-09-26,2015,9,26,6
MMgjU4K0D9RLsb7BWEic4g,1,2015-12-01,2015,12,1,2
PVooCeYIrp9E2rtrL4R98g,3,2011-03-28,2011,3,28,1
