sunday,monday,tuesday,wednesday,thursday,friday,saturday,business_id
1,2,1,6,3,2,2,DEEAiq6dqVU8bvtC7VXztA
0,1,2,0,0,0,1,siDnaOHe3LAnopFG6wMZGQ
8,4,3,7,6,7,6,dMOdFKdeI7GuZUIq0jwAQg
35,41,32,21,42,45,41,DXBPI8rR9f_IthOGPDWoIQ
54,36,42,46,63,57,3,nefBMCGgMPvOnASoyO_X1A
3,4,4,5,6,4,2,Pv1H9KIGZTDgSaCDuTUjdQ
13,15,18,19,15,11,12,VTFx4ADDP6nPnlcMHB1-Ow
9,7,4,6,8,7,15,EUfVkqNFv5Ay0W7nbaivJA
5,4,4,2,10,6,7,gCQuajbLB3hQQbipYpEtYQ
2,2,2,1,2,5,2,ZN-RG7wkT8MLsmaTPzIW5g
0,0,2,1,1,5,1,aVBebzA7D9DpQ-JbiCxQNg
11,7,16,10,13,10,7,oMtqDDzpMcFrQwHfeYc1iA
20,5,2,3,2,7,7,M2j4ncoX2xtAmry1yWqwPA
0,2,0,1,2,0,1,fyy4WNuchHJBa2zH6L8QQw
12,9,11,14,13,16,24,vB3vEjcw9dfHmgP8ac5ZMQ
6,8,9,12,18,23,20,e6i8v7VkD8yJk02PH4d9VA
2,7,3,5,4,5,8,FucrEEO2laIlAnIZ_n6cTA
16,11,11,14,15,29,25,vUmCtldBjn_AuHW4tg2LZQ
4,1,6,6,7,5,4,FzKvQFDbB2bimdftxMO55Q
18,17,24,33,51,52,38,PkBkqQpAoeX3Ogo5HBthQg
25,30,36,32,48,46,42,Yb2pNCxYR32XKmpirqJqeQ
0,1,3,0,2,3,2,4ocBzpAkIrqXvz1Q6Hysjg
3,5,2,6,3,2,1,G24-f72eXmV4xxjoVYY1Lg
9,16,11,10,7,6,13,l8v1GHaB4CsryK6MioZ21A
6,4,4,4,8,6,5,bexPpkHMthuCaeC0g0Lrfg
9,9,10,5,6,4,2,53Lq8bak88EtuZyKMmDPmQ
1,4,2,1,4,13,5,WQJwpYwEFT_QTR-lFIh5mA
0,0,1,1,2,6,0,LBCu6fZIcsv5PDFXOOEodw
3,9,14,56,46,60,15,f_leeIRar8uNCkk5sAmHRQ
0,9,7,6,11,13,13,-nHYKkSJuQ7zzFZ1veRfPg
1,4,0,6,8,5,6,91iKybk4E_LSl5vy0F6mkA
2,5,5,8,4,10,11,DlLduXXSwjkm7OL4Z1iH1A
0,1,1,0,0,3,0,5stgsDNIYtxOej-LXIsCFw
1,1,0,5,0,1,2,4sE8irsM-l6Y-Npodmx9kA
33,44,30,39,70,64,62,lf42gtgq_2_jPvjfp_K1nQ
2,0,3,1,3,1,2,gVgJIBQDXHtgIS7p7uDa6Q
4,2,7,2,4,6,2,hxruECjY-r3Y1WBaFcl90g
1,1,3,2,2,3,1,TepT2VeFe3tMYdAiqj12vg
1,7,9,2,8,23,5,DIYHTgM-YGKWOWLzQ4XVhA
36,48,45,42,6,58,28,NtRs2Xd64mRLe6jGUTXziw
25,10,11,32,57,46,35,0gQrhOYWdO0XVZEKtOrvaA
31,43,49,31,77,70,66,JImJictLIE48_O1z-l2TGw
10,11,7,9,8,5,5,WPy74Udv6X8dgxK6F9uxCQ
13,4,10,8,15,3,2,n7dkpRLUl7C6zLRRXk_BDg
0,0,1,5,3,3,3,q5Vz6JNAGDqAT_P1lB1jVg
0,6,5,3,4,5,5,Snu39WyiChz0NwFWRMyUvQ
0,0,0,0,10,12,0,8lMQrVQU-5iG9UA4KvcnsQ
3,5,5,6,6,5,6,-KZA7UoULw_pM3jBBUzb8A
1,19,11,11,15,26,0,1OO3fy6z5lxlRuHnnhPStg
95,83,79,67,106,108,8,qXQ3ZBdwI3GlbR5-eYWqNA
3,2,3,3,8,24,8,HghAgkxoEpUNZNQbAY485A
19,29,30,67,86,67,74,vFJmFFfPVhHkC3bWOeZnNA
40,35,35,49,79,68,49,4mZ__NR8jLD1k0rYpSbplA
22,19,21,22,36,36,44,hNVcBhJSD5HyLKMf_Z7TaA
34,39,29,39,52,49,36,j5HLcBru7FEirYJPbKFVWA
0,1,4,1,4,2,3,otjJD3ZoMVQOflk4LvoFZg
9,7,6,17,8,0,1,2F7ROAX7Yp1jSO3J-z0GEA
2,1,1,2,1,2,0,DLBRqj-RXzg2QPJko9L7dw
22,18,19,22,21,66,52,p1ntTC9-CI6x5Y_nUoo6Ag
5,6,5,9,4,5,9,nqpUjsD-nUIQCrr15B9W-g
36,25,29,37,33,47,31,lDpZvI18smqlyBeC4YykFA
1,2,6,8,4,6,5,ydnc0p_oPL80BBKJNZGw_Q
0,1,6,3,6,3,1,Wxt6FGF4vxsnKYksMZRoiA
7,6,20,9,6,21,19,2zDDuUfMYrT-NV_Sk_qNCA
10,19,22,24,33,39,38,9hFIqqQNtxlV2dpNyNXnNw
10,5,3,8,13,18,18,hgy8A1Wnqyi4M-HJIFLpyQ
25,43,22,54,75,78,44,-xLwGUmmyKgsTtFOOXzjeg
8,13,15,12,13,27,24,UYHa5iKUddnZrlxF7taI0Q
18,13,12,17,20,16,19,IPmktV4dkAw1jpHZRi5mVw
45,38,39,52,81,98,49,EfmR4e1tmjC5_ZQOgfnYrg
27,25,24,16,36,49,34,oqZPXoenkQvAKQJ2pDCo0A
10,16,17,12,18,36,22,IcuPhhH7QCOCT19EDEppEw
8,3,6,3,18,14,26,9UgwLTF5mSf9ip2xEYYy2g
28,47,45,34,34,25,29,iOITnizWLD3NlKxRtZd5AA
1,10,3,10,10,4,1,5MlUPatQxg4GZhkPwGIvrQ
3,0,46,12,20,42,6,gOlJQuE3WYeMgXXDKYfdeg
11,7,7,5,13,10,1,doEZAj-NSnoEMOJl5yXcNw
10,9,10,8,8,20,10,F5vKD7ajS69CwuFyBVxA_g
30,27,28,25,49,54,22,VpQZo6KV8CqkIG_MRQ3jiA
6,8,10,7,4,10,11,4zBdx_EZFaDFJ9MvqxYNeg
11,10,15,17,10,17,19,vWcUrFcweGXAWsil_pfpjw
8,9,5,4,8,9,20,1cGZU2gDewDfEu-bBMZEgQ
1,1,4,5,2,8,3,RhRStt-mde_DyNFeC6vZUw
8,11,14,7,17,13,12,rEC1QrZVEYH8LpowJ_DNZA
4,11,5,5,9,7,11,K8GqMhhVvz8pqq9F7sE-Sg
52,37,33,47,70,61,49,1rOQVIlUlLBcf1EDj_n4Vw
3,3,6,6,8,6,7,d9JDpGG6Rowq7L4FWBI86A
54,27,36,24,68,61,36,r7Ge8_c5Y2TXthb4CSjzaA
1,2,0,0,1,2,1,hx9dmPZZHvLQgEhlAZ-Seg
11,8,8,11,10,20,17,qdI9KaRhOzaJRK0dvGUSaw
12,11,13,19,23,12,15,VQtMFcgkRz7MCIo9sPDaeg
0,0,0,2,1,2,4,dvjYiddhJ2HrosdSBAqngg
2,0,1,5,4,2,2,4T-oySmxM_-ojR_nTqF7pA
16,7,13,14,25,17,15,E-_PkZNDuYxW1zs4XFlVmw
9,9,11,15,5,14,11,QSCeI8HdUluG-YmbDWo-fw
3,7,4,3,5,7,4,LGLOtR2e-v74MpB51k8hxQ
30,32,43,26,55,51,32,lAGDe38li38fyf971CslFg
2,1,1,2,1,7,2,ajf3Myr1PKX9RaLS_Ukc8A
1,2,5,10,28,17,10,0d5xLrgemC6jjCe-rofCiw
7,7,15,23,70,53,22,ZqNYje_T-xDDog-Wp86ieA
30,25,37,35,78,35,47,u5o4H8h0sIVhqa8Lcusi5g
1,0,1,0,0,1,1,VDUwU8bHmeGgtJpe-rz3bQ
18,10,13,11,10,58,64,2RxIERKZi5gjLW76MkFotQ
1,0,1,1,4,2,4,W_ZcIQiI6waQu1UZxXnKbg
3,2,2,3,3,2,9,UtmsxhLHB4lYSN_NxKW3XA
20,21,20,24,21,23,5,KRqtYdnDpwqYfWkFhZYjow
28,23,20,24,26,35,41,DfLML2IlhUqztTBURxOAxg
6,4,10,5,10,5,4,Xhrg9t7GGokrQecxXSOvUg
9,13,8,13,22,20,18,WxpCYziMlEy8mrEa_VcB1w
4,3,11,14,7,9,8,avvNnkpGpGIS-2CClsduXA
4,5,1,8,3,2,4,7pj0w2wN4LWhvTCPz78h1Q
0,1,2,2,30,17,7,SeqfJOg6jZGx2W1bs142cg
0,0,1,4,3,0,1,Bjl0Y7U3pIGtx23fQduA4w
16,17,8,13,18,0,0,4mPaDuo9urNu43xJ3KefMg
6,7,16,5,7,0,0,6GNi9_zkTIHXosttQbKr_A
145,140,135,154,177,206,2,d52zg-S0o940WUCK-nNiKw
1,2,1,0,2,4,13,RKOS92ptLgEU3BUNMtDHrw
17,14,22,27,24,16,0,ayTBDjx-S7TH4maWKBiAFw
11,11,11,12,14,5,0,19hZVXTJ8nGUMBsuIfgm5g
15,9,2,18,15,15,12,1nq6zzJuVgwaHtXau97_Iw
7,10,6,8,4,2,3,CkfZW-6dkN7ooT-A4axZIw
0,1,3,1,0,3,0,OcHi9gMZ1wdKnXX87zpVDg
17,21,32,31,41,14,2,39oUcXr-06fcfT_MZ94z-Q
0,1,1,0,1,0,0,r9suhOcuPWLeGeEeHhJZPA
32,31,32,42,58,41,21,YxMnfznT3eYya0YV37tE8w
46,76,76,82,89,57,23,7U8TYNW4Mvx6m3zexsO0sg
10,5,10,6,22,19,7,nFLzsN12DskfMWYNmcOhdw
12,6,10,11,5,5,8,aiFo19hI2ulx47oMdjuqfw
11,13,10,10,14,11,9,3QtWG5sN3HJNBVKn_wHQEw
0,4,1,2,2,4,15,1-t2rcSaH4JGi1jejiHfCA
8,8,6,8,7,8,7,A-8Q15fZHKGn3dLjazNwHw
6,8,7,11,20,4,9,mVIHgIkaLHMCdGUE2XCxvw
15,10,13,16,14,12,16,MXFcSmW3m-9IXQEA_7l62g
27,17,28,30,42,51,41,sh1-BzB29lIOA2qQ_PxN-A
7,8,10,7,7,1,0,OcKBQXkd6H_-VvTOX_dOxg
7,5,8,7,3,4,5,cIKk02di1wplZu_XZc8rWA
0,2,2,2,3,1,0,wWIK4pP8eTVRiTQIUQ6O9Q
1,0,2,5,1,0,0,-d1I0dwtCg1IIjnI3DZ38Q
12,13,4,7,8,7,8,41SzC2WJ-RVUpVZ2NJfE-w
2,2,2,0,0,0,4,McDRY65dB9a2hyk_bzcnkQ
4,3,4,6,4,2,2,-b_VjHZmA7-8LVWp6z36VA
21,22,24,17,30,19,0,d2AeNB4xw67E1Bzpo1Pm7Q
13,6,13,12,15,12,2,NXPuaH5R8rMfYqnnP5s1WA
2,1,2,3,0,3,6,Bv3g-9R5wUevZPP0jzihqg
0,0,0,6,0,1,0,H61Oufiiwyt_ElSrw-WGyA
17,10,20,21,16,12,12,Jw1ucgEz9SlUKK7_7sqOdw
1,2,3,2,3,3,2,x-YyGmE9tIXAUdg_4Py5KA
2,1,0,0,1,0,0,O7QQ_ThdvSWx0lR3CTRLOA
3,2,5,2,2,3,5,_nypuc5Ke462rFWKoZ_bDw
1,1,3,0,0,1,0,NnoEbaGnQa44CZE_A5tBTQ
2,3,7,3,5,7,1,YOrKbBFKRFqUjMwNJke2WQ
0,8,9,17,25,24,0,eQ9I23C8O9ruHIaupxp40g
5,47,7,7,6,8,8,ZaS6zYn_Pb3QrGRZJfNyzA
42,32,42,35,37,0,0,uyuiIvQ3aWZxc1-2i_dQtQ
4,12,12,4,8,1,1,FBuNLiL2KILEQ9e8SbNWPw
8,7,11,9,4,8,2,awsp9XXB-ag3FNpTD5EKmw
34,39,53,39,34,0,0,67gi179fNUkU5sApNTcrMg
14,17,11,20,14,3,7,2Yn5IgbAOtc7_bT0g47bQA
20,29,29,35,35,28,25,GTVneiUeIyRL8Wa_WmEQ0g
1,0,3,0,4,0,0,0Apb1P7RzbQEkeJDuywlPQ
2,4,7,0,8,0,0,bbiV-lPmRaK_gjzE77x_jA
2,0,1,0,1,1,3,06YP_JnJzns84fOyQ0HA0Q
3,2,2,2,3,1,2,JNTpW2zBftGllVr7iieazQ
2,1,0,1,0,1,2,_zksiS8qbYcn9GMi6kqhoA
7,0,1,4,11,21,13,gw-V13MyfzFaCTbALfnn2Q
2,3,5,11,9,23,24,cgpAUKkZEBbt_xBK_GpH9Q
2,2,1,2,1,3,4,NTgVdfRLbU0aKJH_9h3VCw
1,0,3,3,8,6,7,QEytIMqL_i4VETkP_kqePQ
3,2,2,3,7,3,9,eVZG9sXJSz9zZpX7H2WHiw
48,40,50,46,63,66,80,14NSxaXBNspIVnsrMYJZVw
0,0,1,4,7,1,5,qrapwnls-3IMg-iaXhkQKw
45,60,46,50,73,220,202,MLcXtnpzygZvQ9BtseLLlw
2,1,0,3,2,2,1,_Nx8hwTmjR_x62Byjav0Ew
7,5,3,3,8,7,3,gg26wjL2eTRIvmdyb7RXAQ
1,0,1,0,1,0,0,2C-LUkc5Y6fhUpJyTNadFg
8,8,4,12,10,6,0,R7YlKfLpoFDAJQB9hBcQJA
7,1,8,1,8,4,1,mcgtZvjjCXLY-Dt7V_XZ6g
3,1,1,1,0,2,0,lbECi2rbJPZWzHdmrC9xAA
25,69,24,80,106,73,119,SgGINtDKQgoXoAnQgrDKDg
3,2,8,5,5,13,2,-0HGqwlfw3I8nkJyMHxAsQ
12,7,13,7,7,6,18,o4FZTKyvNx4bxG1PprFY5w
6,8,8,2,10,8,1,mMFW9cZU1gQYv1uWREzg_w
209,239,261,240,383,286,202,0vzZ_Bcb02rJljeMU9XkBw
1,2,3,2,6,26,15,08In-bFs8JOmSTDlQ0BfFw
19,34,23,27,29,62,47,lq2iZK7epi23byzcejjqTg
2,8,8,6,16,20,3,s_cKw6m0Fw9jZbobRH0YSg
63,62,70,62,86,101,117,8H1DwdAAgSBtwDeb2R-hmA
11,7,17,5,18,15,12,fRtuc2k17r6aZMJWEMcXFQ
26,30,38,34,42,53,39,aACW1qAdOfgcU8yX61dOFw
12,14,14,29,16,14,10,507GX11jtCsVYlzaur05_w
52,63,75,80,149,161,8,Our6bzte5W1wlIeOu9luug
4,2,3,2,5,0,0,dD2xiLM1_5Vg0pMvMIPZww
45,50,31,52,100,106,70,FOfhEC6rN23RQaUlsR2byw
50,54,70,90,128,123,107,SgTjnyElc26gPUghVuCuSQ
14,11,15,15,26,31,41,NX5YHSIyesufcsI7Rg5NLg
17,21,45,19,36,37,26,l4ymgiD1WnsSrwxWWk7a3Q
25,41,46,53,73,82,55,fsxBliRs4rwxRXkZUVy62A
1,2,3,3,3,7,3,_RkvdDlzEFSRnGMrTRkVYA
86,71,77,66,86,83,113,NDHhzgMrTzr_38md_R5WKw
15,13,7,6,14,8,0,DZZQhoOWmTcJi2iSBscV-g
25,16,32,19,32,33,4,1z8GEz_Gr7qeBBuMp42WBQ
173,232,208,234,249,265,223,rDvz5jX65gpfONFu7er9Tw
68,58,68,61,48,57,4,nBrD6TxddhHx4FhMk32JvQ
5,6,11,3,14,7,11,50dKrWfqdotEddX-mCzypA
3,5,9,3,2,1,2,5N9bWl5zWuDX-Q1YpTf2LQ
0,2,0,2,5,6,0,Vpfkn8rj6s8FoS2qsMRWSw
8,9,9,14,45,60,14,Lk-FP6yxYRTcU52SaTx2EA
14,20,13,36,33,41,19,S3FhtwXuiGMlGdBNtmiiSQ
13,14,6,6,6,6,6,NhdIZvpM11d720SskLvRpA
1,105,122,153,239,176,78,RYZ08XAToBaN-bS5HHVEhQ
6,19,7,18,5,10,6,fsQFHGMbqWf7MT6KYMuJxQ
0,3,4,2,0,1,2,gaX1rGPdv9eyPra0cYsYZA
109,111,117,115,209,165,123,nBfusVbqwul0BU0Rcrlelw
30,41,33,26,28,48,36,GBN0-wo_cHLnC_pwoOTIFQ
28,33,32,33,49,29,40,N7oUi6aM01UlvrsIcTSqmg
81,90,116,120,186,228,128,wZwZcte4lcbu51NOzCjWbQ
2,4,19,1,0,2,2,QpxR9LNa506UN-Mt0TmQHw
1,4,2,2,0,0,5,uDicKGHnyZlFvCSoHrvV6w
0,0,1,2,0,2,2,BgkM4eq-n2y_E0IujSpQwQ
0,1,0,1,2,1,4,WJC8HctIbxatLbcuez1UOQ
4,7,6,8,3,5,6,dWa3oZ_uXFaCMtPOT44R4g
3,0,2,1,3,0,3,djaLlLr3jlPApAqL4exhxQ
17,23,22,23,25,56,50,0kZ4aYmqf5fzTt9Yvz8Kvw
33,28,41,29,53,37,47,K4DHwck_2ds1wURnmZdFiA
10,15,9,7,3,9,19,ZLiNw_Q36b-u1VFSeEEfsA
14,1,5,4,3,4,4,pk0vem-ismpPnVeTIG0Q5g
3,2,2,1,3,3,7,72pUqCkncwVVn65cIiX8aA
22,36,23,47,42,40,39,d_8bMNQd0mesbEUeq1U2kQ
2,0,1,2,2,2,1,QHyqYUZ0WdxHYPAenIuLjw
39,35,42,43,52,41,33,STv-ED3M2xmRFMSvQbWGaw
6,4,7,10,4,7,8,M0a0UNYie0vmrDxY5r2yjA
13,36,38,28,27,29,18,EWnSPExh_T5zTv6oMJOC5g
8,7,10,4,4,8,8,EX5QAAciXEwOQ1xnFlVLAA
13,15,22,12,45,31,17,umyo8MPjiZiDXHtvyaOi6g
86,82,101,92,140,189,142,-Ogv7rpcgUHkFaSy3vD8Sw
12,19,13,17,9,19,14,UNFcMOWOsr9ilM6lqXIC6w
12,5,8,6,17,17,9,hgb1RihLYRSpFBjBhn8rZw
91,62,56,88,109,205,192,dGcVT0WGenhh8Np76ta6AA
11,14,9,11,1,26,12,bMXy1shPt1M-4_WGzqVLDw
3,0,5,11,4,7,2,Fd0mINs0v_cma-ORPDBQSQ
38,26,33,23,48,59,50,UpYva_zhJ6pRGfdTruIYIg
14,16,24,15,16,32,23,AjE4uM-VaGP3QPCjSjIEaw
17,18,19,19,13,17,13,AX56yxldIb7TPBHMaPqOmg
9,12,7,10,13,9,5,4DDbIvNtzfhLRwz-EOLFDA
25,30,25,14,39,42,46,JJGkhOmfOFamPbCAaRKPPw
51,41,44,43,70,86,74,e0vubCKi8KD8zC2C6FdbuQ
41,52,40,53,65,111,63,d7V3ykQHqChv0KtXEanKLw
9,4,5,11,7,28,17,OmxAvtMyIvCVm16NFIOOUA
25,21,21,22,35,48,25,UexMw8s7B1J-RtFOQtCCsQ
102,90,112,121,148,126,137,byFWmwlVSmUj-AmM6NZYvw
31,22,27,30,32,43,53,IYWTOj970XqG2z9Xft_8SA
17,5,9,13,15,35,38,iAYzRvyBrSkJDu_XZ-E1zQ
1,0,1,0,4,1,0,DqVcBJcqI7gqOJcGGlRRZw
10,13,29,26,42,43,17,g4y3_YqR4jmfCP9K0TzxrQ
8,2,5,2,1,1,2,JLHBdowaViDIvRKQD6iITQ
44,53,33,47,67,91,49,corPOxxIBRJ7DSpryYvorw
12,6,9,12,9,4,9,_HAYDjkPJVabBXyvx-u9YQ
34,32,37,55,80,61,57,QzXFdjIbFRGhzL83goPPLA
112,113,106,113,121,125,43,L_MtTn4IUBTmQtqqM2iFqA
0,2,3,4,1,1,7,1sdIDMz5ntCHrClzCgjgJA
6,5,5,6,14,12,11,y2wWQI1gx8Zu5pP_WZSR-A
0,0,1,0,0,1,1,ygt9aCJ3X8m3M4H8vU7cSw
14,14,13,16,22,18,30,v1ocqAm5soWTNPttLQhSZw
1,1,0,1,0,0,3,kvrgvuxO6A6i9fXYaUKqcg
0,0,2,2,1,1,2,xPDbCj9tfp5nnGzYzoCHwA
6,2,4,3,1,6,5,RhdoqUlIKjGC6Lq80YhqAw
2,2,3,4,4,2,1,wyOMi6P9E3C8Fk1IxlcLJA
0,2,2,1,0,1,1,Vh_xXB42CYfhEdelpDb1Ow
0,1,0,2,0,3,3,gP7xl3ZjX-7H9mRk7bvesw
3,4,7,4,12,10,9,d-rZazFFYvnjRZUhLTEUZg
12,12,18,15,20,24,25,m3O2EFVs3eo8s40MGGzmsA
0,0,0,1,0,4,1,H-99nG_KfynWPXh84TKj8A
25,60,27,38,46,63,29,G7-NoraGlmzwO0sgs4fbmQ
0,11,10,11,10,6,8,juzATNnxyBWEdQoDoKrEuw
6,7,15,17,5,9,3,GoEHXcq_nY4jZOx3Ay5gxw
19,17,16,27,20,22,18,wc0a0XLhcMkoEQx1TbuhpQ
2,2,3,1,0,4,2,nBqXILuCGVZ4-aPuRKjCCg
10,14,10,13,8,16,13,2qf-0qkDNh7r8iU0498htQ
33,48,46,27,33,26,5,Mi64fhK1mOmXndA2VIoCCw
1,1,1,2,1,1,1,1J1iid_qU__8_CxiS2Zw4Q
66,75,89,91,94,106,93,KS2w8ychyieJbUqRa6kCHw
16,10,15,21,27,46,31,8TGUK7LD3M-vLWml-jLb0w
22,23,34,18,24,46,2,BBPkwpj9kSeDuy0uOwWHJA
91,98,97,197,168,174,148,PX3e3qtBx_5VC3vqq47jpQ
7,21,8,9,11,14,5,D0IB17N66FiyYDCzTlAI4A
13,8,2,8,10,13,3,VtpnMevn_oAxXGaM9JDrSQ
1,0,0,3,3,3,2,PlCsVovsMET2LQuM6MuJ9w
1,0,2,2,4,3,0,0jrqXBr8UJjlG23yJevGbg
8,13,10,16,30,33,8,Cp5_NSJFNgylD5SUdmT8nQ
2,3,1,1,7,1,1,P2i4eojfX61pZn8i7RZZxA
31,23,21,35,27,95,110,8aPTQeDYOMNEu907WfflCQ
3,1,1,2,1,3,1,erYxGVc1A_bce_S_W7dKgQ
3,3,2,4,1,4,3,s2-waYR5o7AZTNHeQVWRcA
6,4,1,8,6,5,3,UqXNc416VPZrY09eMQY_eA
14,22,53,14,17,25,54,dbh72sNyNeHUgJqQye9Vbg
8,12,15,11,14,13,9,CuYHDItnOSfSlPfPDA9Btw
1,8,2,0,1,6,5,_KGe3v1OzRnUmKhb3VkDgg
3,6,4,5,0,4,4,k-w0uGmiWaBBL8u5Zoa3kQ
3,4,14,5,5,17,13,1DDTdvU06tng7o0vU7-rig
42,50,55,52,76,77,69,scVOmQsf5HSY3n9CG06tFA
35,20,20,24,17,28,27,hi5xfV28jsGBRWJWoBhDaw
65,61,82,55,74,60,67,4rr-CJp0jMKr-kg9wnrTdw
1,3,4,3,12,11,8,rjjEN8QTMvilB08ImFyMow
28,26,23,26,38,29,20,PNrOTfMmE0CJFV9YwSLzYw
34,17,26,18,44,48,30,CuyNmwDOLeMTrbv2c6rNxA
2,2,2,1,4,2,0,bxToHIsD37NjEsW_eE92mA
1,0,0,1,1,2,0,qgVS6sBe7JNEI8otg0Y3dg
6,2,9,5,10,13,8,9BOeSWUvmh4rRhpQNgrdqA
6,3,1,3,4,9,3,S0mTCni_l8jK0cYj8K8dLA
9,5,7,9,4,5,5,8NbZswmpIyWWHhpWqThQQQ
0,0,0,0,4,1,1,FPjBx-Hez_NCnepsZhtZ_Q
17,12,16,32,42,41,35,42xKe5YcCIKmGiqW0i4aGw
9,9,9,5,12,16,1,9B_rnGpDieUnMr7szjuaQg
7,6,7,3,5,13,8,UHkRFDFze9tYfYT_xjn0bQ
0,0,2,5,4,2,2,6Ry-gjGqApTSRZkfdYlLmw
1,1,0,0,0,2,1,kjVyy6q0UY620sEy56kJ3g
21,34,33,42,74,75,33,sllZXXYijYUs-n80uSa96w
61,71,80,67,171,146,131,Mm8x_jzeLrWlvDEnqhuCBQ
0,0,1,0,2,6,2,tbGpaY8AFjxsZJU4Eubbnw
11,12,15,11,18,28,10,LdEzAYCufZMTbWc0soCaNg
7,2,3,6,4,11,40,9ocGgALmbzTZWOS7f7SYcA
28,21,21,25,37,37,32,bNGR0iQTx8hXRmQv4hV5gw
39,29,52,41,51,48,1,Js7xxK2D4Dc0W8XkAzc4cg
2,2,2,7,5,7,3,0VLZj0f3llL9IkL5GOT3lg
0,0,0,1,3,1,3,9TJIYL_2C-JYmm9Ye6J66w
24,26,21,26,46,30,22,6syMU43FKGkcbX2957Ga8A
5,2,6,3,2,3,4,I0UXl0AwcpSZCd4_3YCccA
7,16,12,12,22,26,16,DK3fswHjzM-y7JRXw4j82g
9,6,14,11,10,5,2,LjwXnAjusrwCZGsWV3Ue8Q
14,29,23,28,52,42,32,zARGEdB0JyPCPR0f3FKGxQ
12,18,14,6,8,18,21,RIGMq0zseM2Y-ZsF7FVZ8g
26,35,39,33,120,71,46,Rus-ewyqLj2D1RlqK-je4w
1,3,3,6,11,12,10,cyeBcWOtZUypZOO-guTdDw
1,2,5,5,5,4,2,NNRUSPcXr3lGpcaaA3-Epw
13,10,11,14,18,27,17,exODno12y5GRj0DRzob2Eg
41,30,26,46,60,107,83,AoO0FJyUm01lmIJJTcPWEQ
35,25,24,33,89,95,60,VRxelK__tuQD0KBxx2LzeQ
18,19,20,20,20,38,26,FKoqqNLG47bl_AjMwg3PjA
15,53,30,60,34,45,25,zBGfa6Vx4K59v8OR81gzJg
2,2,3,3,2,2,2,RzerGmHPfZsu-lwqqEXB4A
12,17,10,5,10,16,12,T2c6bfzcxAvJ1sEGh1_Vhg
38,59,38,42,65,76,40,-GYx5GAx_-4XEsn7mFwdkA
8,3,2,4,4,4,3,U4DLbBnhm_T-rnQvXdvYQw
25,19,21,19,19,33,1,YTR7zYN7F-zP98sqFTS2-g
2,0,1,1,10,5,4,TRhuiVSzrjveulJaH5lgow
0,1,2,0,2,0,1,Xqh9wCLzlt7ChkrV9BdR2Q
2,0,1,0,1,1,0,Ihd5lEko1ctb71UsOWZuuQ
39,33,48,55,57,77,61,-h1WpfgqAmJcJDqyXXJ2og
8,4,2,5,6,11,4,cPIi_5tWZw04DmtyUBcFlg
11,9,13,13,26,32,20,raBq_cc3L7xkVkbIf08BKA
5,6,5,7,7,14,10,hBCxdqHRVs-ZsFp7M3emDg
39,39,25,54,57,67,65,De7XFhoUwOuAsc0lxN0VyA
37,32,43,29,63,53,54,bbmuF6LtbP51bk0Ia0p1rw
7,8,6,11,12,12,10,rCU9jDAacLl86Ac8keMmmw
13,14,15,8,27,43,47,2D7amHyeakOVlsSywblMkw
5,9,7,14,8,4,1,Vl1sL4Tz6nC054IWSQ4kiQ
36,24,21,29,56,50,26,cF0k2s8qq7c2qT1yBofuyg
25,33,38,29,34,61,1,7LuKiasIyGUEo7uipN10Eg
20,27,10,24,19,49,0,g8l_86CgzcGYRUbnS_JWBQ
5,2,4,5,0,2,1,iyDeQ21CQO2-eKbbiHzrWg
1,2,1,2,7,18,4,eIhmvoU0EoK7CdrBuXQfEw
4,6,3,2,1,0,0,vhxrgY24WnjOQAL8QYmKpg
0,3,2,3,4,1,3,6uz6H-RNxbsVsvC4CRCo_A
1,4,5,1,10,11,12,c3xkboF2p9rfzUFpBBn_tQ
17,20,15,18,22,30,7,YW9iN8F9b-d-j3xn4edi9A
8,6,9,5,6,12,3,jpgO5Mys3v6LtGk-diudtw
3,5,3,4,0,7,5,L530QbNnHIwCvnElu7ENug
0,1,2,0,1,2,1,K-Ien0ITLrbxLn51V5rc8g
1,0,2,0,4,0,1,ykKMtBAL7oNWQ-BNeqnfsw
12,6,6,7,10,13,10,SS073W0tN3nvG36Qy6n0qg
10,7,4,7,14,14,9,5C4gtiP5qkBKFF3og7Wt3g
8,4,4,5,5,9,2,43NQ-q543lb1VTstqLZIqg
9,4,6,5,10,20,13,NzI4pAPrjlCkwcLgjseDtA
20,14,16,22,46,51,39,0VyvlA1mZsDoYd3kkRjevA
25,21,32,35,61,41,40,k-KhKfLPjBxjSHppWoUyOA
4,2,7,5,8,6,5,BRaQrgYVR17bd_zr-wNSlQ
12,12,11,11,30,30,17,OreqUicD2AP5QW2HblqRoQ
7,5,7,13,11,13,15,cg6BteeUKgpBrGCZeu-wEg
9,3,0,3,3,7,5,0le8kj4gIHe9aZ1NfS2_Ag
2,5,6,4,5,10,7,UeDUK5HvDdQUoK3xEC91gg
2,3,5,0,1,3,3,qman2l8NncN7Vv50wtJ8_w
1,2,2,2,3,4,4,NHVfmBrpj5FuzSzJrCtm7g
6,3,5,2,8,3,5,vKZk6rxGVpOK13rb1OwEOA
9,4,11,6,13,17,18,Pakx91l3dyreVU91sP__9Q
